ppo, pdo, tpo, tdo
a son threw a card to a doctor .,a son threw a doctor a card .,the husband brought the chocolate to the corporation .,the husband brought the corporation the chocolate .
a girl sent a beer to a champion .,a girl sent a champion a beer .,the husband brought the chocolate to the corporation .,the husband brought the corporation the chocolate .
a child sent a bag to a guy .,a child sent a guy a bag .,the husband brought the chocolate to the corporation .,the husband brought the corporation the chocolate .
a son showed a chicken to an administration .,a son showed an administration a chicken .,the husband brought the chocolate to the corporation .,the husband brought the corporation the chocolate .
a brother threw a meal to a winner .,a brother threw a winner a meal .,the husband brought the chocolate to the corporation .,the husband brought the corporation the chocolate .
a kid gave a log to a band .,a kid gave a band a log .,the husband brought the chocolate to the corporation .,the husband brought the corporation the chocolate .
the doctor took the camera to the pilot .,the doctor took the pilot the camera .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the leader brought the book to the administration .,the leader brought the administration the book .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the mayor showed the tea to the husband .,the mayor showed the husband the tea .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the guy brought the juice to the nurse .,the guy brought the nurse the juice .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the chief took the camera to the singer .,the chief took the singer the camera .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the leader promised the pie to the hero .,the leader promised the hero the pie .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the prince brought the salad to the student .,the prince brought the student the salad .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the lady threw the motor to the guy .,the lady threw the guy the motor .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the husband promised the crystal to the mayor .,the husband promised the mayor the crystal .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the aunt gave the book to the band .,the aunt gave the band the book .,a brother fed a chicken to a mother .,a brother fed a mother a chicken .
the sheriff threw the coffee to the nurse .,the sheriff threw the nurse the coffee .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the nurse showed the cigarette to the cop .,the nurse showed the cop the cigarette .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the pilot showed the tea to the woman .,the pilot showed the woman the tea .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the winner fed the meal to the chief .,the winner fed the chief the meal .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the husband gave the tea to the scientist .,the husband gave the scientist the tea .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the partner gave the tea to the corporation .,the partner gave the corporation the tea .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the captain took the cup to the lawyer .,the captain took the lawyer the cup .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the wife fed the salad to the manager .,the wife fed the manager the salad .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the actor fed the meal to the worker .,the actor fed the worker the meal .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
the priest threw the chocolate to the princess .,the priest threw the princess the chocolate .,a kid brought a cheese to a soldier .,a kid brought a soldier a cheese .
an employee sold a chocolate to a president .,an employee sold a president a chocolate .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
an author brought a candy to a man .,an author brought a man a candy .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
a man brought a pie to a singer .,a man brought a singer a pie .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
an employer brought a chocolate to a company .,an employer brought a company a chocolate .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
a guest threw a beer to an attorney .,a guest threw an attorney a beer .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
a buddy brought a candy to a lawyer .,a buddy brought a lawyer a candy .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
an actress threw a hat to a candidate .,an actress threw a candidate a hat .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
a guest sold a pie to a partner .,a guest sold a partner a pie .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
a lady sent a chocolate to a champion .,a lady sent a champion a chocolate .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
a buddy gave a hat to an army .,a buddy gave an army a hat .,the nurse fed the cheese to the kid .,the nurse fed the kid the cheese .
the adult purchased the motor for the worker .,the adult purchased the worker the motor .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the worker purchased the cheese for the prince .,the worker purchased the prince the cheese .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the kid got the candy for the business .,the kid got the business the candy .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the prince bought the tea for the captain .,the prince bought the captain the tea .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the professor made the instrument for the army .,the professor made the army the instrument .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the scientist bought the salad for the chief .,the scientist bought the chief the salad .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the king found the beer for the parent .,the king found the parent the beer .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the winner found the cheese for the princess .,the winner found the princess the cheese .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the actor got the tea for the cousin .,the actor got the cousin the tea .,a physician saved a pie for a writer .,a physician saved a writer a pie .
the leader made the motor for the band .,the leader made the band the motor .,a physician saved a pie for a writer .,a physician saved a writer a pie .
a champion left a cheese for an actor .,a champion left an actor a cheese .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
an uncle got a glass for a business .,an uncle got a business a glass .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a wife purchased a chocolate for a business .,a wife purchased a business a chocolate .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a scientist purchased a meal for a girl .,a scientist purchased a girl a meal .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a physician made a crystal for a wife .,a physician made a wife a crystal .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a husband made a gun for a corporation .,a husband made a corporation a gun .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a father made a motor for a company .,a father made a company a motor .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a mayor got a beer for a business .,a mayor got a business a beer .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a pilot saved a beer for a business .,a pilot saved a business a beer .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
an uncle bought a coffee for a manager .,an uncle bought a manager a coffee .,the kid found the guitar for the bishop .,the kid found the bishop the guitar .
a brother bought a crystal for a doctor .,a brother bought a doctor a crystal .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a colonel got a juice for a physician .,a colonel got a physician a juice .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a candidate got an iron for a cop .,a candidate got a cop an iron .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a worker found a beer for an opponent .,a worker found an opponent a beer .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a professor made a hat for a business .,a professor made a business a hat .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a worker got a coffee for a company .,a worker got a company a coffee .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a wife purchased a chocolate for a singer .,a wife purchased a singer a chocolate .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
an author bought a computer for an employee .,an author bought an employee a computer .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
an opponent left a button for a club .,an opponent left a club a button .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
a buddy found a juice for a priest .,a buddy found a priest a juice .,the parent saved the plate for the uncle .,the parent saved the uncle the plate .
the lady threw the gun to the reader .,the lady threw the reader the gun .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the actor sold the salad to the corporation .,the actor sold the corporation the salad .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the champion gave the candy to the corporation .,the champion gave the corporation the candy .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the worker promised the candy to the attorney .,the worker promised the attorney the candy .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the winner showed the tea to the company .,the winner showed the company the tea .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the girl fed the meal to the leader .,the girl fed the leader the meal .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the author threw the plate to the actress .,the author threw the actress the plate .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the soldier sent the coffee to the reader .,the soldier sent the reader the coffee .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the lady gave the candy to the corporation .,the lady gave the corporation the candy .,a princess brought a pie to a kid .,a princess brought a kid a pie .
the pilot fed the salad to the president .,the pilot fed the president the salad .,a princess brought a pie to a kid .,a princess brought a kid a pie .
an uncle saved a tea for an army .,an uncle saved an army a tea .,the nurse found the salad for the administration .,the nurse found the administration the salad .
a father purchased a cup for a leader .,a father purchased a leader a cup .,the nurse found the salad for the administration .,the nurse found the administration the salad .
a secretary purchased a hat for a bishop .,a secretary purchased a bishop a hat .,the nurse found the salad for the administration .,the nurse found the administration the salad .
an actress got a button for a reader .,an actress got a reader a button .,the nurse found the salad for the administration .,the nurse found the administration the salad .
a president saved a meal for a sheriff .,a president saved a sheriff a meal .,the nurse found the salad for the administration .,the nurse found the administration the salad .
a son got a beer for a corporation .,a son got a corporation a beer .,the nurse found the salad for the administration .,the nurse found the administration the salad .
a child left a beer for a club .,a child left a club a beer .,the nurse found the salad for the administration .,the nurse found the administration the salad .
an employee saved a candy for a company .,an employee saved a company a candy .,the nurse found the salad for the administration .,the nurse found the administration the salad .
a captain left a guitar for a winner .,a captain left a winner a guitar .,the nurse found the salad for the administration .,the nurse found the administration the salad .
an uncle got an instrument for a business .,an uncle got a business an instrument .,the nurse found the salad for the administration .,the nurse found the administration the salad .
the guy bought the chicken for the hero .,the guy bought the hero the chicken .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the winner left the salad for the pilot .,the winner left the pilot the salad .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the brother found the beer for the administration .,the brother found the administration the beer .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the opponent made the key for the administration .,the opponent made the administration the key .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the child made the machine for the band .,the child made the band the machine .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the leader purchased the coffee for the writer .,the leader purchased the writer the coffee .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the scientist got the computer for the woman .,the scientist got the woman the computer .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the physician left the cheese for the business .,the physician left the business the cheese .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the student bought the pie for the scientist .,the student bought the scientist the pie .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
the president got the meal for the corporation .,the president got the corporation the meal .,a soldier saved a knife for an aunt .,a soldier saved an aunt a knife .
a cop gave a chicken to an administration .,a cop gave an administration a chicken .,the man sent the candy to the employee .,the man sent the employee the candy .
a daughter promised a jacket to an attorney .,a daughter promised an attorney a jacket .,the man sent the candy to the employee .,the man sent the employee the candy .
a king took a camera to a captain .,a king took a captain a camera .,the man sent the candy to the employee .,the man sent the employee the candy .
a champion gave a plate to an administration .,a champion gave an administration a plate .,the man sent the candy to the employee .,the man sent the employee the candy .
a reader threw a newspaper to a guest .,a reader threw a guest a newspaper .,the man sent the candy to the employee .,the man sent the employee the candy .
a girl threw a chicken to a champion .,a girl threw a champion a chicken .,the man sent the candy to the employee .,the man sent the employee the candy .
a physician brought an instrument to an army .,a physician brought an army an instrument .,the man sent the candy to the employee .,the man sent the employee the candy .
a friend took a glass to a princess .,a friend took a princess a glass .,the man sent the candy to the employee .,the man sent the employee the candy .
a captain showed a meal to a company .,a captain showed a company a meal .,the man sent the candy to the employee .,the man sent the employee the candy .
a teacher showed a button to an administration .,a teacher showed an administration a button .,the man sent the candy to the employee .,the man sent the employee the candy .
the king purchased the beer for the company .,the king purchased the company the beer .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the nurse made the flower for the daughter .,the nurse made the daughter the flower .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the leader purchased the meal for the club .,the leader purchased the club the meal .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the reader bought the salad for the scientist .,the reader bought the scientist the salad .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the sheriff made the bell for the club .,the sheriff made the club the bell .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the chief left the salad for the army .,the chief left the army the salad .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the sheriff made the pot for the scientist .,the sheriff made the scientist the pot .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the king purchased the bowl for the company .,the king purchased the company the bowl .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the pilot bought the juice for the singer .,the pilot bought the singer the juice .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the man bought the anchor for the priest .,the man bought the priest the anchor .,a cousin found a chocolate for an employer .,a cousin found an employer a chocolate .
the adult brought the coffee to the corporation .,the adult brought the corporation the coffee .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the opponent threw the chocolate to the girl .,the opponent threw the girl the chocolate .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the friend took the camera to the opponent .,the friend took the opponent the camera .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the father took the motor to the guy .,the father took the guy the motor .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the friend promised the salad to the candidate .,the friend promised the candidate the salad .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the parent fed the candy to the adult .,the parent fed the adult the candy .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the parent brought the cigarette to the daughter .,the parent brought the daughter the cigarette .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the nurse fed the chicken to the father .,the nurse fed the father the chicken .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the girl promised the iron to the soldier .,the girl promised the soldier the iron .,a worker sent a beer to an actor .,a worker sent an actor a beer .
the king fed the chicken to the professor .,the king fed the professor the chicken .,a worker sent a beer to an actor .,a worker sent an actor a beer .
a daughter took a hat to a buddy .,a daughter took a buddy a hat .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a nurse took a button to a writer .,a nurse took a writer a button .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a girl brought a cheese to a band .,a girl brought a band a cheese .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a pilot brought a tea to a club .,a pilot brought a club a tea .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a lawyer promised a tea to a secretary .,a lawyer promised a secretary a tea .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
an employer threw a cigarette to an author .,an employer threw an author a cigarette .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a king threw a chocolate to an actress .,a king threw an actress a chocolate .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a writer showed a motor to a son .,a writer showed a son a motor .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a princess threw a flower to an opponent .,a princess threw an opponent a flower .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a president sold an instrument to a club .,a president sold a club an instrument .,the hero sent the bell to the corporation .,the hero sent the corporation the bell .
a secretary took a telephone to a candidate .,a secretary took a candidate a telephone .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a husband took a crystal to a student .,a husband took a student a crystal .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a cousin took a motor to a son .,a cousin took a son a motor .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
an uncle gave a pie to a club .,an uncle gave a club a pie .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a doctor showed a chicken to an opponent .,a doctor showed an opponent a chicken .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a boy took a jacket to a singer .,a boy took a singer a jacket .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a secretary promised a guitar to a teacher .,a secretary promised a teacher a guitar .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a professor fed a pie to a manager .,a professor fed a manager a pie .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a pilot gave a meal to a company .,a pilot gave a company a meal .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
a girl promised a cheese to a scientist .,a girl promised a scientist a cheese .,the hero threw the tea to the buddy .,the hero threw the buddy the tea .
the president purchased the meal for the sheriff .,the president purchased the sheriff the meal .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the hero purchased the hat for the club .,the hero purchased the club the hat .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the leader got the salad for the band .,the leader got the band the salad .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the husband found the salad for the princess .,the husband found the princess the salad .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the king left the cheese for the club .,the king left the club the cheese .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the sheriff left the guitar for the company .,the sheriff left the company the guitar .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the woman purchased the glass for the corporation .,the woman purchased the corporation the glass .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the prince made the machine for the administration .,the prince made the administration the machine .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the president made the anchor for the business .,the president made the business the anchor .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the secretary made the television for the administration .,the secretary made the administration the television .,a nurse saved a chicken for a daughter .,a nurse saved a daughter a chicken .
the sheriff fed the pie to the friend .,the sheriff fed the friend the pie .,a father sent a bell to a business .,a father sent a business a bell .
the physician threw the beer to the mayor .,the physician threw the mayor the beer .,a father sent a bell to a business .,a father sent a business a bell .
the singer promised the beer to the hero .,the singer promised the hero the beer .,a father sent a bell to a business .,a father sent a business a bell .
the soldier sold the ball to the cousin .,the soldier sold the cousin the ball .,a father sent a bell to a business .,a father sent a business a bell .
the leader showed the juice to the author .,the leader showed the author the juice .,a father sent a bell to a business .,a father sent a business a bell .
the manager brought the chicken to the army .,the manager brought the army the chicken .,a father sent a bell to a business .,a father sent a business a bell .
the physician took the cigarette to the employee .,the physician took the employee the cigarette .,a father sent a bell to a business .,a father sent a business a bell .
the prince sold the ball to the nurse .,the prince sold the nurse the ball .,a father sent a bell to a business .,a father sent a business a bell .
the princess gave the camera to the bishop .,the princess gave the bishop the camera .,a father sent a bell to a business .,a father sent a business a bell .
the kid promised the pot to the pilot .,the kid promised the pilot the pot .,a father sent a bell to a business .,a father sent a business a bell .
a pilot purchased a beer for a teacher .,a pilot purchased a teacher a beer .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a woman bought a beer for a buddy .,a woman bought a buddy a beer .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
an opponent purchased a motor for a club .,an opponent purchased a club a motor .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a wife saved a television for a buddy .,a wife saved a buddy a television .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a husband got a pie for an administration .,a husband got an administration a pie .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a candidate bought a chocolate for a woman .,a candidate bought a woman a chocolate .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a daughter saved a bottle for a worker .,a daughter saved a worker a bottle .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a winner found a television for a business .,a winner found a business a television .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a daughter found a television for an administration .,a daughter found an administration a television .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
a hero found a cigarette for a corporation .,a hero found a corporation a cigarette .,the nurse left the jacket for the boy .,the nurse left the boy the jacket .
the minister fed the candy to the guy .,the minister fed the guy the candy .,a physician sent a ball to an army .,a physician sent an army a ball .
the minister showed the cheese to the parent .,the minister showed the parent the cheese .,a physician sent a ball to an army .,a physician sent an army a ball .
the scientist promised the cheese to the actor .,the scientist promised the actor the cheese .,a physician sent a ball to an army .,a physician sent an army a ball .
the employee promised the gun to the partner .,the employee promised the partner the gun .,a physician sent a ball to an army .,a physician sent an army a ball .
the champion took the machine to the mayor .,the champion took the mayor the machine .,a physician sent a ball to an army .,a physician sent an army a ball .
the aunt sold the coffee to the scientist .,the aunt sold the scientist the coffee .,a physician sent a ball to an army .,a physician sent an army a ball .
the worker brought the chicken to the band .,the worker brought the band the chicken .,a physician sent a ball to an army .,a physician sent an army a ball .
the husband threw the salad to the parent .,the husband threw the parent the salad .,a physician sent a ball to an army .,a physician sent an army a ball .
the guest gave the beer to the brother .,the guest gave the brother the beer .,a physician sent a ball to an army .,a physician sent an army a ball .
the reader threw the candy to the winner .,the reader threw the winner the candy .,a physician sent a ball to an army .,a physician sent an army a ball .
the teacher bought the beer for the aunt .,the teacher bought the aunt the beer .,an employee made an anchor for a father .,an employee made a father an anchor .
the teacher found the pie for the guest .,the teacher found the guest the pie .,an employee made an anchor for a father .,an employee made a father an anchor .
the mayor saved the telephone for the corporation .,the mayor saved the corporation the telephone .,an employee made an anchor for a father .,an employee made a father an anchor .
the kid bought the meal for the prince .,the kid bought the prince the meal .,an employee made an anchor for a father .,an employee made a father an anchor .
the actress purchased the pie for the company .,the actress purchased the company the pie .,an employee made an anchor for a father .,an employee made a father an anchor .
the scientist saved the juice for the captain .,the scientist saved the captain the juice .,an employee made an anchor for a father .,an employee made a father an anchor .
the kid purchased the button for the wife .,the kid purchased the wife the button .,an employee made an anchor for a father .,an employee made a father an anchor .
the sheriff saved the newspaper for the cousin .,the sheriff saved the cousin the newspaper .,an employee made an anchor for a father .,an employee made a father an anchor .
the lady saved the camera for the friend .,the lady saved the friend the camera .,an employee made an anchor for a father .,an employee made a father an anchor .
the chief got the candy for the administration .,the chief got the administration the candy .,an employee made an anchor for a father .,an employee made a father an anchor .
the writer gave the beer to the band .,the writer gave the band the beer .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the champion sold the salad to the singer .,the champion sold the singer the salad .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the winner took the pot to the mayor .,the winner took the mayor the pot .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the prince took the cigarette to the leader .,the prince took the leader the cigarette .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the actress brought the chicken to the lawyer .,the actress brought the lawyer the chicken .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the lawyer fed the meal to the lady .,the lawyer fed the lady the meal .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the king sent the computer to the captain .,the king sent the captain the computer .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the professor promised the cheese to the worker .,the professor promised the worker the cheese .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the attorney fed the salad to the worker .,the attorney fed the worker the salad .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the king fed the chocolate to the singer .,the king fed the singer the chocolate .,a boy threw a jacket to a guest .,a boy threw a guest a jacket .
the mother threw the log to the buddy .,the mother threw the buddy the log .,a chief promised a juice to a student .,a chief promised a student a juice .
the guest showed the bag to the friend .,the guest showed the friend the bag .,a chief promised a juice to a student .,a chief promised a student a juice .
the author threw the coffee to the physician .,the author threw the physician the coffee .,a chief promised a juice to a student .,a chief promised a student a juice .
the father gave the television to the pilot .,the father gave the pilot the television .,a chief promised a juice to a student .,a chief promised a student a juice .
the father fed the meal to the pilot .,the father fed the pilot the meal .,a chief promised a juice to a student .,a chief promised a student a juice .
the kid showed the wire to the champion .,the kid showed the champion the wire .,a chief promised a juice to a student .,a chief promised a student a juice .
the husband gave the crystal to the lady .,the husband gave the lady the crystal .,a chief promised a juice to a student .,a chief promised a student a juice .
the prince sent the hat to the band .,the prince sent the band the hat .,a chief promised a juice to a student .,a chief promised a student a juice .
the candidate gave the salad to the corporation .,the candidate gave the corporation the salad .,a chief promised a juice to a student .,a chief promised a student a juice .
the winner brought the motor to the champion .,the winner brought the champion the motor .,a chief promised a juice to a student .,a chief promised a student a juice .
the father bought the chocolate for the attorney .,the father bought the attorney the chocolate .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the chief made the gun for the corporation .,the chief made the corporation the gun .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the daughter got the pie for the army .,the daughter got the army the pie .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the husband bought the juice for the employee .,the husband bought the employee the juice .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the kid bought the pie for the boy .,the kid bought the boy the pie .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the father bought the beer for the lawyer .,the father bought the lawyer the beer .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the girl got the beer for the president .,the girl got the president the beer .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the cop left the chocolate for the business .,the cop left the business the chocolate .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the captain made the ball for the band .,the captain made the band the ball .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the guy saved the knife for the army .,the guy saved the army the knife .,a guest purchased an anchor for an administration .,a guest purchased an administration an anchor .
the physician sent the beer to the club .,the physician sent the club the beer .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the aunt showed the salad to the band .,the aunt showed the band the salad .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the kid promised the iron to the author .,the kid promised the author the iron .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the princess threw the coffee to the actor .,the princess threw the actor the coffee .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the singer showed the beer to the cousin .,the singer showed the cousin the beer .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the colonel took the bowl to the pilot .,the colonel took the pilot the bowl .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the employee gave the salad to the business .,the employee gave the business the salad .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the singer showed the card to the company .,the singer showed the company the card .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the president showed the hat to the band .,the president showed the band the hat .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the reader gave the plate to the club .,the reader gave the club the plate .,a son fed a chocolate to a soldier .,a son fed a soldier a chocolate .
the nurse made the bowl for the army .,the nurse made the army the bowl .,a minister bought a log for a partner .,a minister bought a partner a log .
the winner saved the glass for the singer .,the winner saved the singer the glass .,a minister bought a log for a partner .,a minister bought a partner a log .
the teacher made the pot for the band .,the teacher made the band the pot .,a minister bought a log for a partner .,a minister bought a partner a log .
the guest purchased the salad for the professor .,the guest purchased the professor the salad .,a minister bought a log for a partner .,a minister bought a partner a log .
the lawyer left the candy for the corporation .,the lawyer left the corporation the candy .,a minister bought a log for a partner .,a minister bought a partner a log .
the mother found the chicken for the administration .,the mother found the administration the chicken .,a minister bought a log for a partner .,a minister bought a partner a log .
the leader made the box for the author .,the leader made the author the box .,a minister bought a log for a partner .,a minister bought a partner a log .
the professor purchased the tea for the chief .,the professor purchased the chief the tea .,a minister bought a log for a partner .,a minister bought a partner a log .
the attorney left the bowl for the administration .,the attorney left the administration the bowl .,a minister bought a log for a partner .,a minister bought a partner a log .
the reader found the beer for the administration .,the reader found the administration the beer .,a minister bought a log for a partner .,a minister bought a partner a log .
a winner got a guitar for a band .,a winner got a band a guitar .,the child made the box for the club .,the child made the club the box .
a secretary saved a coffee for a band .,a secretary saved a band a coffee .,the child made the box for the club .,the child made the club the box .
a teacher bought a wire for a scientist .,a teacher bought a scientist a wire .,the child made the box for the club .,the child made the club the box .
a secretary bought a newspaper for a brother .,a secretary bought a brother a newspaper .,the child made the box for the club .,the child made the club the box .
